Konnevesi	26.317000	62.617000
Kontiolahti	29.850000	62.767000
Korpilahti	25.565000	62.018000
Korppoo	21.567000	60.167000
Korsnäs	21.833000	60.167000
Kortesjärvi	23.167000	63.300000
Koski	23.144000	60.655000
Kotka	26.946000	60.460000
Kouvola	26.700000	60.867000
Kristiinankaupunki	21.358000	62.277000
Kruunupyy	23.033000	63.717000
Kuhmalahti	24.567000	61.500000
Kuhmo	29.511000	64.125000
Kuhmoinen	25.183000	61.567000
Kumlinge	20.779000	60.261000
Kuopio	27.683000	62.900000
Kuortane	23.500000	62.800000
Kurikka	22.417000	62.617000
Kuru	23.720000	61.880000
Kustavi	21.350000	60.550000
Kuusamo	29.183000	65.967000
Kuusankoski	26.624000	60.910000
Kuusjoki	23.200000	60.517000
Kylmäkoski	23.683000	61.167000
Kyyjärvi	24.567000	63.033000
Kälviä	23.433000	63.867000
Kärkölä	25.269000	60.872000
Kärsämäki	25.755000	63.980000
Kökar	20.883000	59.933000
Köyliö	22.350000	61.117000
Lahti	25.655000	60.981000
Laihia	22.017000	62.967000
Laitila	21.689000	60.880000
Lammi	25.017000	61.083000
Lapinjärvi	26.217000	60.633000
Lapinlahti	27.392000	63.366000
Lappajärvi	23.633000	63.200000
Lappeenranta	28.189000	61.056000
Lappi	21.837000	61.104000
Lapua	23.030000	62.960000
Laukaa	25.953000	62.419000
Lavia	22.593000	61.598000
Lehtimäki	22.933000	62.650000
Leivonmäki	26.110000	61.920000
Lemi	27.800000	61.050000
Lemland	20.085000	60.071000
Lempäälä	23.750000	61.317000
Lemu	21.970000	60.570000
Leppävirta	27.783000	62.483000
Lestijärvi	24.650000	63.533000
Lieksa	30.017000	63.317000
Lieto	22.451000	60.507000
Liljendal	26.058000	60.575000
Liminka	25.400000	64.817000
Liperi	29.367000	62.533000
Lohja	24.083000	60.250000
Lohtaja	23.500000	64.017000
Loimaa	23.043000	60.851000
Loppi	24.438000	60.713000
Loviisa	26.222000	60.456000
Luhanka	25.700000	61.783000
Lumijoki	25.190000	64.840000
Lumparland	20.264000	60.120000
Luoto	22.745000	63.751000
Luumäki	27.568000	60.911000
Luvia	21.618000	61.365000
Maalahti	21.567000	62.933000
Maaninka	27.304000	63.157000
Maarianhamina	19.950000	60.100000
Marttila	25.383000	60.817000
Masku	22.100000	60.567000
Mellilä	22.910000	60.780000
Merijärvi	23.183000	63.700000
Merikarvia	21.507000	61.863000
Merimasku	21.869000	60.480000
Miehikkälä	27.700000	60.667000
Mikkeli	27.250000	61.683000
Mouhijärvi	23.017000	61.500000
Muhos	25.991000	64.809000
Multia	24.801000	62.414000
Muonio	23.679000	67.958000
Mustasaari	21.717000	63.117000
Muurame	25.667000	62.133000
Muurla	23.283000	60.350000
Mynämäki	21.990000	60.678000
Myrskylä	25.850000	60.667000
Mäntsälä	25.317000	60.633000
Mänttä	24.633000	62.033000
Mäntyharju	26.877000	61.417000
Naantali	22.019000	60.465000
Nakkila	22.000000	61.367000
Nastola	25.937000	60.944000
Nauvo	21.906000	60.011000
Nilsiä	28.060000	63.212000
Nivala	24.958000	63.923000
Nokia	23.500000	61.467000
Noormarkku	21.869000	61.594000
Nousiainen	22.080000	60.590000
Nummi-Pusula	23.893000	60.397000
Nurmes	29.145000	63.544000
Nurmijärvi	24.800000	60.467000
Nurmo	22.900000	62.833000
Närpiö	21.336000	62.474000
Oravainen	22.357000	63.297000
Orimattila	25.736000	60.800000
Oripää	22.683000	60.850000
Orivesi	24.363000	61.677000
Oulainen	24.818000	64.269000
Oulu	25.467000	65.017000
Oulunsalo	25.417000	64.933000
Outokumpu	29.038000	62.727000
Padasjoki	25.283000	61.350000
Paimio	22.687000	60.456000
Paltamo	27.833000	64.417000
Parainen	22.291000	60.302000
Parikkala	29.500000	61.550000
Parkano	23.017000	62.017000
Pedersöre	22.791000	63.601000
Pelkosenniemi	27.511000	67.111000
Pello	24.000000	66.796000
Perho	24.417000	63.217000
Pernaja	26.050000	60.450000
Perniö	23.134000	60.205000
Pertteli	23.260000	60.440000
Pertunmaa	26.483000	61.500000
Petäjävesi	25.190000	62.255000
Pieksämäki	27.133000	62.300000
Pielavesi	26.758000	63.235000
Pietarsaari	22.706000	63.677000
Pihtipudas	25.575000	63.376000
Piikkiö	22.520000	60.423000
Piippola	25.966000	64.178000
Pirkkala	23.626000	61.467000
Pohja	23.526000	60.097000
Polvijärvi	29.376000	62.857000
Pomarkku	22.003000	61.698000
Pori	21.783000	61.483000
Pornainen	25.363000	60.481000
Porvoo	25.669000	60.398000
Posio	28.179000	66.110000
Pudasjärvi	27.001000	65.367000
Pukkila	25.600000	60.650000
Pulkkila	25.860000	64.267000
Punkaharju	29.393000	61.752000
Punkalaidun	23.100000	61.117000
Puolanka	27.660000	64.872000
Puumala	28.184000	61.526000
Pyhtää	26.533000	60.483000
Pyhäjoki	24.268000	64.470000
Pyhäjärvi	25.970000	63.682000
Pyhäntä	26.356000	64.102000
Pyhäranta	21.447000	60.951000
Pyhäselkä	29.967000	62.433000
Pylkönmäki	24.800000	62.667000
Pälkäne	24.280000	61.333000
Pöytyä	22.610000	60.710000
Raahe	24.459000	64.677000
Raisio	22.183000	60.483000
Rantasalmi	28.300000	62.067000
Rantsila	25.650000	64.517000
Ranua	26.510000	65.930000
Rauma	21.505000	61.134000
Rautalampi	26.833000	62.633000
Rautavaara	28.300000	63.483000
Rautjärvi	29.350000	61.431000
Reisjärvi	24.934000	63.610000
Renko	24.283000	60.900000
Riihimäki	24.774000	60.739000
Ristiina	27.266000	61.507000
Ristijärvi	28.201000	64.507000
Rovaniemi	25.717000	66.500000
Ruokolahti	28.832000	61.294000
Ruotsinpyhtää	26.450000	60.533000
Ruovesi	24.083000	61.983000
Rusko	22.217000	60.533000
Rymättylä	21.950000	60.367000
Rääkkylä	29.617000	62.317000
Saarijärvi	25.247000	62.708000
Salla	28.667000	66.833000
Salo	23.133000	60.383000
Saltvik	20.050000	60.283000
Sammatti	23.817000	60.317000
Sauvo	22.690000	60.346000
Savitaipale	27.684000	61.195000
Savonlinna	28.883000	61.867000
Savonranta	29.215000	62.171000
Savukoski	28.158000	67.292000
Seinäjoki	22.832000	62.798000
Sievi	24.515000	63.909000
Siikainen	21.833000	61.867000
Siikajoki	24.733000	64.833000
Siilinjärvi	27.665000	63.074000
Simo	25.050000	65.667000
Sipoo	25.267000	60.367000
Siuntio	24.200000	60.183000
Sodankylä	26.599000	67.417000
Soini	24.214000	62.872000
Somero	23.533000	60.617000
Sonkajärvi	27.517000	63.667000
Sotkamo	28.417000	64.133000
Sottunga	20.668000	60.128000
Sulkava	28.364000	61.790000
Sund	20.116000	60.250000
Suomenniemi	27.450000	61.317000
Suomusjärvi	23.574000	60.385000
Suomussalmi	28.900000	64.883000
Suonenjoki	27.113000	62.631000
Sysmä	25.673000	61.506000
Säkylä	22.338000	61.054000
Särkisalo	22.950000	60.117000
Taipalsaari	28.050000	61.150000
Taivalkoski	28.233000	65.573000
Taivassalo	21.618000	60.563000
Tammela	23.767000	60.809000
Tammisaari	23.433000	59.967000
Tampere	23.750000	61.500000
Tarvasjoki	22.733000	60.583000
Tervo	26.750000	62.950000
Tervola	24.811000	66.084000
Teuva	21.733000	62.483000
Tohmajärvi	30.333000	62.226000
Toholampi	24.246000	63.778000
Toivakka	26.083000	62.100000
Tornio	24.183000	65.850000
Turku	22.250000	60.459000
Tuulos	24.850000	61.120000
Tuusniemi	28.500000	62.817000
Tuusula	25.036000	60.407000
Tyrnävä	25.650000	64.767000
Töysä	23.817000	62.633000
Ullava	23.900000	63.710000
Ulvila	21.883000	61.433000
Urjala	23.533000	61.083000
Utajärvi	26.413000	64.761000
Utsjoki	27.018000	69.910000
Uurainen	25.450000	62.500000
Uusikaarlepyy	22.528000	63.523000
Uusikaupunki	21.411000	60.801000
Vaala	26.831000	64.561000
Vaasa	21.600000	63.100000
Vahto	22.298000	60.613000
Valkeakoski	24.033000	61.267000
Valkeala	26.808000	60.932000
Valtimo	28.812000	63.685000
Vammala	22.925000	61.340000
Vampula	22.700000	61.017000
Vantaa	25.050000	60.285000
Varkaus	27.917000	62.317000
Varpaisjärvi	27.750000	63.367000
Vehmaa	21.664000	60.680000
Velkua	21.667000	60.467000
Vesanto	26.417000	62.933000
Vesilahti	23.617000	61.317000
Veteli	23.767000	63.467000
Vieremä	27.005000	63.747000
Vihanti	24.980000	64.487000
Vihti	24.333000	60.417000
Viitasaari	25.866000	63.086000
Vilppula	24.517000	62.017000
Vimpeli	23.850000	63.160000
Virolahti	27.706000	60.584000
Virrat	23.700000	62.270000
Vårdö	20.378000	60.242000
Vähäkyrö	22.100000	63.067000
Västanfjärd	22.683000	60.050000
Vöyri-Maksamaa	22.250000	63.150000
Ylihärmä	22.783000	63.150000
Yli-Ii	25.834000	65.371000
Ylikiiminki	26.117000	65.033000
Ylistaro	22.517000	62.950000
Ylitornio	23.673000	66.321000
Ylivieska	24.550000	64.083000
Ylämaa	28.000000	60.800000
Yläne	22.417000	60.883000
Ylöjärvi	23.582000	61.560000
Ypäjä	23.280000	60.804000
Äetsä	22.707000	61.296000
Ähtäri	24.096000	62.556000
Äänekoski	25.729000	62.600000
